,time,PVgen,netload,demand,normdemand
0,735781.0,-0.004,16.935,16.935,0.4288210270434518
1,735781.0006944445,-0.004,14.165,14.165,0.3586802390357541
2,735781.0013888889,-0.003,12.509,12.509,0.31674769573584527
3,735781.0020833333,-0.002,8.202,8.202,0.20768763293831663
4,735781.0027777778,-0.002,5.502,5.502,0.13931935581890004
5,735781.0034722221,-0.002,5.002,5.002,0.12665856375974882
6,735781.0041666665,-0.002,4.648,4.648,0.11769472298186974
7,735781.004861111,-0.002,9.369,9.369,0.23723792160437557
8,735781.0055555556,-0.002,12.319,12.319,0.3119365947533678
9,735781.00625,-0.002,12.196,12.196,0.30882203990681656
10,735781.0069444444,-0.002,12.193,12.193,0.3087460751544617
11,735781.0076388889,-0.002,12.318,12.318,0.3119112731692495
12,735781.0083333333,-0.002,10.465,10.465,0.2649903777980351
13,735781.0090277778,-0.002,7.47,7.47,0.18915223336371925
14,735781.0097222222,-0.002,5.43,5.43,0.13749620176238225
15,735781.0104166665,-0.004,7.425,7.425,0.18801276207839562
16,735781.0111111111,-0.004,9.552,9.552,0.2418717714980249
17,735781.0118055554,-0.004,11.394,11.394,0.28851412944393806
18,735781.0124999998,-0.004,10.374,10.374,0.26268611364326955
19,735781.0131944446,-0.004,9.906,9.906,0.250835612275904
20,735781.0138888889,-0.004,9.872,9.872,0.24997467841588172
21,735781.0145833332,-0.004,9.938,9.938,0.2516459029676897
22,735781.0152777778,-0.004,7.469,7.469,0.18912691177960095
23,735781.0159722222,-0.004,6.923,6.923,0.1753013268510078
24,735781.0166666667,-0.002,4.407,4.407,0.11159222120935887
25,735781.0173611111,-0.002,3.441,3.441,0.08713157095107871
26,735781.0180555556,-0.002,3.425,3.425,0.08672642560518586
27,735781.01875,-0.002,3.307,3.307,0.08373847867922618
28,735781.0194444443,-0.002,6.079,6.079,0.15392990985516053
29,735781.0201388889,-0.002,8.882,8.882,0.22490631013876228
30,735781.0208333333,-0.002,11.295,11.295,0.2860072926162261
31,735781.021527778,-0.002,11.289,11.289,0.28585536311151627
32,735781.0222222221,-0.002,11.221,11.221,0.2841334953914717
33,735781.0229166667,-0.002,11.219,11.219,0.2840828522232351
34,735781.0236111111,-0.002,11.332,11.332,0.2869441912286033
35,735781.0243055555,-0.002,10.816,10.816,0.27387825382355924
36,735781.025,-0.005,14.459,14.459,0.366124784766535
37,735781.0256944445,-0.005,14.128,14.128,0.3577433404233769
38,735781.026388889,-0.005,11.067,11.067,0.28023397143725315
39,735781.0270833332,-0.004,11.734,11.734,0.29712346804416084
40,735781.0277777779,-0.004,14.167,14.167,0.3587308822039907
41,735781.0284722222,-0.004,15.698,15.698,0.39749822748911173
42,735781.0291666666,-0.004,15.718,15.718,0.3980046591714778
43,735781.0298611111,-0.004,13.191,13.191,0.33401701610452755
44,735781.0305555556,-0.003,9.738,9.738,0.24658158614402917
45,735781.03125,-0.002,9.182,9.182,0.23250278537425303
46,735781.0319444444,-0.002,8.857,8.857,0.22427327053580473
47,735781.0326388889,-0.002,8.714,8.714,0.2206522840068875
48,735781.0333333333,-0.002,8.733,8.733,0.22113339410513524
49,735781.0340277778,-0.002,8.825,8.825,0.22346297984401903
50,735781.0347222221,-0.002,10.85,10.85,0.2747391876835815
51,735781.0354166665,-0.002,12.191,12.191,0.3086954319862251
52,735781.036111111,-0.002,9.544,9.544,0.24166919882507854
53,735781.0368055555,-0.002,11.314,11.314,0.28648840271447384
54,735781.0375,-0.002,10.965,10.965,0.2776511698571863
55,735781.0381944445,-0.002,10.966,10.966,0.2776764914413046
56,735781.0388888889,-0.002,10.835,10.835,0.274359363921807
57,735781.0395833333,-0.003,13.533,13.533,0.34267699787298694
58,735781.0402777778,-0.004,12.421,12.421,0.3145193963334346
59,735781.0409722222,-0.004,11.411,11.411,0.28894459637394915
60,735781.0416666665,-0.004,9.75,9.75,0.24688544515344882
61,735781.0423611111,-0.004,7.904,7.904,0.2001418008710625
62,735781.0430555557,-0.004,7.031,7.031,0.17803605793578448
63,735781.0437499998,-0.004,6.154,6.154,0.15582902866403323
64,735781.0444444444,-0.004,7.031,7.031,0.17803605793578448
65,735781.0451388889,-0.002,6.254,6.254,0.15836118707586347
66,735781.0458333332,-0.002,6.127,6.127,0.15514534589283907
67,735781.0465277778,-0.002,5.994,5.994,0.15177757520510485
68,735781.0472222222,-0.002,6.067,6.067,0.15362605084574094
69,735781.0479166667,-0.002,6.658,6.658,0.16859110705965769
70,735781.0486111111,-0.002,4.835,4.835,0.12242985921199231
71,735781.0493055554,-0.002,4.808,4.808,0.12174617644079815
72,735781.05,-0.002,4.713,4.713,0.11934062594955941
73,735781.0506944446,-0.002,4.711,4.711,0.11928998278132281
74,735781.0513888889,-0.002,9.816,9.816,0.2485566697052568
75,735781.0520833333,-0.002,12.354,12.354,0.3128228501975084
76,735781.052777778,-0.002,12.294,12.294,0.31130355515041025
77,735781.0534722221,-0.002,12.294,12.294,0.31130355515041025
78,735781.0541666667,-0.004,15.332,15.332,0.38823052770181304
79,735781.0548611111,-0.004,11.6,11.6,0.2937303757723083
80,735781.0555555556,-0.004,9.711,9.711,0.24589790337283504
81,735781.05625,-0.004,9.745,9.745,0.2467588372328573
82,735781.0569444444,-0.004,11.232,11.232,0.284412032816773
83,735781.057638889,-0.004,8.904,8.904,0.22546338498936494
84,735781.0583333332,-0.003,8.135,8.135,0.20599108680239037
85,735781.0590277779,-0.002,7.789,7.789,0.19722981869745773
86,735781.0597222222,-0.002,10.034,10.034,0.2540767750430467
87,735781.0604166666,-0.002,10.189,10.189,0.2580016205813836
88,735781.0611111111,-0.002,10.352,10.352,0.2621290387926669
89,735781.0618055555,-0.002,10.547,10.547,0.26706674769573585
90,735781.0625,-0.002,10.723,10.723,0.2715233465005571
91,735781.0631944445,-0.002,13.293,13.293,0.33659981768459435
92,735781.0638888889,-0.002,11.969,11.969,0.30307404031196195
93,735781.0645833333,-0.002,10.5,10.5,0.26587663324217564
94,735781.0652777778,-0.002,9.187,9.187,0.23262939329484453
95,735781.0659722221,-0.002,7.811,7.811,0.19778689354806037
96,735781.0666666665,-0.002,9.561,9.561,0.24209966575508965
97,735781.067361111,-0.002,13.257,13.257,0.33568824065633546
98,735781.0680555556,-0.003,14.47,14.47,0.36640332219183636
99,735781.06875,-0.004,17.2,17.2,0.435531246834802
100,735781.0694444444,-0.004,17.291,17.291,0.4378355109895675
101,735781.0701388889,-0.004,12.73,12.73,0.3223437658259901
102,735781.0708333333,-0.004,9.294,9.294,0.23533880279550293
103,735781.0715277778,-0.004,7.543,7.543,0.19100070900435534
104,735781.0722222222,-0.004,7.73,7.73,0.1957358452344779
105,735781.0729166665,-0.004,6.364,6.364,0.16114656132887675
106,735781.0736111111,-0.002,5.504,5.504,0.13936999898713665
107,735781.0743055554,-0.002,5.486,5.486,0.1389142104730072
108,735781.0749999998,-0.002,5.495,5.495,0.13914210473007194
109,735781.0756944446,-0.002,5.427,5.427,0.13742023701002734
110,735781.0763888889,-0.002,5.478,5.478,0.13871163780006077
111,735781.0770833332,-0.002,5.516,5.516,0.13967385799655627
112,735781.0777777778,-0.002,5.479,5.479,0.1387369593841791
113,735781.0784722222,-0.002,5.203,5.203,0.1317482021675276
114,735781.0791666667,-0.002,5.226,5.226,0.13233059860224858
115,735781.0798611111,-0.002,5.789,5.789,0.14658665046085284
116,735781.0805555556,-0.002,5.967,5.967,0.15109389243391066
