,time,PVgen,netload,demand,normdemand
0,735781.0,-0.024,10.979,10.979,0.22074997486679399
1,735781.0006944445,-0.024,11.116,11.116,0.2235045742434905
2,735781.0013888889,-0.024,11.195,11.195,0.2250929928621695
3,735781.0020833333,-0.025,11.65,11.65,0.23424147984316881
4,735781.0027777778,-0.026,13.321,13.321,0.26783954961294865
5,735781.0034722221,-0.026,12.583,12.583,0.2530009047954157
6,735781.0041666665,-0.026,13.121,13.121,0.2638182366542676
7,735781.004861111,-0.026,13.886,13.886,0.2791997587212225
8,735781.0055555556,-0.025,13.386,13.386,0.26914647632451993
9,735781.00625,-0.025,13.332,13.332,0.2680607218256761
10,735781.0069444444,-0.025,16.84,16.84,0.338594551120941
11,735781.0076388889,-0.025,16.332,16.332,0.32838041620589126
12,735781.0083333333,-0.024,14.271,14.271,0.28694078616668345
13,735781.0090277778,-0.024,10.862,10.862,0.21839750678596562
14,735781.0097222222,-0.025,9.371,9.371,0.1884186186789987
15,735781.0104166665,-0.025,8.223,8.223,0.16533628229616973
16,735781.0111111111,-0.026,8.492,8.492,0.1707449482255957
17,735781.0118055554,-0.024,9.602,9.604,0.19310344827586207
18,735781.0124999998,-0.013,10.752,10.759,0.2163265306122449
19,735781.0131944446,-0.011,11.081,11.089,0.22296169699406856
20,735781.0138888889,-0.012,11.733,11.74,0.23605107067457526
21,735781.0145833332,-0.013,14.725,14.732,0.29620991253644313
22,735781.0152777778,-0.019,12.72,12.721,0.2557756107369056
23,735781.0159722222,-0.022,12.361,12.362,0.2485573539760732
24,735781.0166666667,-0.025,11.886,11.886,0.23898662913441238
25,735781.0173611111,-0.025,11.846,11.846,0.2381823665426762
26,735781.0180555556,-0.025,11.891,11.891,0.23908716195837942
27,735781.01875,-0.026,11.177,11.177,0.2247310746958882
28,735781.0194444443,-0.027,13.891,13.891,0.2793002915451895
29,735781.0201388889,-0.027,12.933,12.933,0.2600382024731075
30,735781.0208333333,-0.027,13.553,13.553,0.27250427264501864
31,735781.021527778,-0.027,19.004,19.004,0.3821051573338695
32,735781.0222222221,-0.027,18.732,18.732,0.3766361717100633
33,735781.0229166667,-0.027,15.384,15.384,0.30931939278174325
34,735781.0236111111,-0.026,15.231,15.231,0.3062430883683523
35,735781.0243055555,-0.025,16.19,16.19,0.32552528400522773
36,735781.025,-0.025,16.144,16.144,0.32460038202473107
37,735781.0256944445,-0.025,16.524,16.524,0.33224087664622504
38,735781.026388889,-0.026,18.113,18.113,0.3641902081029456
39,735781.0270833332,-0.026,15.074,15.074,0.3030863576957877
40,735781.0277777779,-0.023,11.844,11.844,0.23814215341308936
41,735781.0284722222,-0.024,11.727,11.727,0.235789685332261
42,735781.0291666666,-0.023,11.492,11.492,0.2310646426058108
43,735781.0298611111,-0.023,11.414,11.414,0.2294963305519252
44,735781.0305555556,-0.023,8.693,8.693,0.17478636774907005
45,735781.03125,-0.024,7.377,7.377,0.14832612848094903
46,735781.0319444444,-0.025,7.386,7.386,0.14850708756408967
47,735781.0326388889,-0.025,7.05,7.05,0.14175128179350557
48,735781.0333333333,-0.022,7.921,7.924,0.1593244194229416
49,735781.0340277778,-0.013,11.413,11.421,0.22963707650547902
50,735781.0347222221,-0.013,13.206,13.214,0.2656881471800543
51,735781.0354166665,-0.014,14.665,14.673,0.29502362521363223
52,735781.036111111,-0.019,13.933,13.936,0.28020508696089275
53,735781.0368055555,-0.022,13.148,13.149,0.26438122046848295
54,735781.0375,-0.026,10.949,10.949,0.22014677792299187
55,735781.0381944445,-0.026,10.088,10.088,0.2028350256358701
56,735781.0388888889,-0.026,9.606,9.606,0.1931436614054489
57,735781.0395833333,-0.026,7.697,7.697,0.15476022921483865
58,735781.0402777778,-0.026,6.624,6.624,0.13318588519151503
59,735781.0409722222,-0.025,5.559,5.559,0.11177239368653866
60,735781.0416666665,-0.024,7.388,7.388,0.1485473006936765
61,735781.0423611111,-0.023,13.23,13.23,0.2660098522167488
62,735781.0430555557,-0.023,12.01,12.01,0.24147984316879462
63,735781.0437499998,-0.023,8.436,8.436,0.169618980597165
64,735781.0444444444,-0.023,8.399,8.399,0.16887503769980897
65,735781.0451388889,-0.022,11.178,11.178,0.22475118126068164
66,735781.0458333332,-0.023,12.192,12.192,0.24513923796119433
67,735781.0465277778,-0.023,9.534,9.534,0.19169598874032373
68,735781.0472222222,-0.023,9.019,9.019,0.18134110787172011
