,time,PVgen,netload,demand,normdemand
0,735781.0,-0.025,16.682,16.682,0.33989405052974736
1,735781.0006944445,-0.026,17.943,17.943,0.3655867970660147
2,735781.0013888889,-0.026,17.085,17.085,0.34810513447432767
3,735781.0020833333,-0.025,16.828,16.828,0.3428687856560717
4,735781.0027777778,-0.024,14.778,14.778,0.30110024449877754
5,735781.0034722221,-0.024,11.416,11.416,0.23259983700081502
6,735781.0041666665,-0.023,10.188,10.188,0.20757946210268952
7,735781.004861111,-0.022,9.612,9.612,0.19584352078239609
8,735781.0055555556,-0.022,9.599,9.599,0.19557864710676448
9,735781.00625,-0.022,7.825,7.825,0.15943357783211085
10,735781.0069444444,-0.022,7.047,7.047,0.14358190709046453
11,735781.0076388889,-0.022,9.959,9.959,0.20291361043194783
12,735781.0083333333,-0.022,10.381,10.381,0.2115118174409128
13,735781.0090277778,-0.022,10.345,10.345,0.21077832110839448
14,735781.0097222222,-0.022,10.251,10.251,0.20886308068459658
15,735781.0104166665,-0.022,10.246,10.246,0.20876120619396904
16,735781.0111111111,-0.022,9.337,9.337,0.190240423797881
17,735781.0118055554,-0.022,7.932,7.932,0.16161369193154035
18,735781.0124999998,-0.022,9.2,9.2,0.18744906275468623
19,735781.0131944446,-0.023,12.758,12.758,0.25994295028524855
20,735781.0138888889,-0.024,13.194,13.194,0.2688264058679707
21,735781.0145833332,-0.025,17.35,17.35,0.35350448247758764
22,735781.0152777778,-0.026,17.214,17.214,0.3507334963325183
23,735781.0159722222,-0.025,15.533,15.533,0.3164832925835371
24,735781.0166666667,-0.025,14.343,14.343,0.2922371638141809
25,735781.0173611111,-0.024,13.997,13.997,0.28518744906275467
26,735781.0180555556,-0.024,10.436,10.436,0.21263243683781582
27,735781.01875,-0.024,8.342,8.342,0.1699674001629992
28,735781.0194444443,-0.022,6.918,6.918,0.14095354523227385
29,735781.0201388889,-0.021,6.92,6.92,0.14099429502852487
30,735781.0208333333,-0.021,6.934,6.934,0.141279543602282
31,735781.021527778,-0.021,6.918,6.918,0.14095354523227385
32,735781.0222222221,-0.021,6.954,6.954,0.14168704156479217
33,735781.0229166667,-0.02,9.936,9.936,0.20244498777506112
34,735781.0236111111,-0.019,10.62,10.62,0.21638141809290953
35,735781.0243055555,-0.02,10.777,10.777,0.2195802770986145
36,735781.025,-0.019,10.811,10.811,0.22027302363488183
37,735781.0256944445,-0.021,10.685,10.685,0.21770578647106767
38,735781.026388889,-0.02,8.932,8.932,0.18198859005704973
39,735781.0270833332,-0.021,8.248,8.248,0.1680521597392013
40,735781.0277777779,-0.02,7.75,7.75,0.15790546047269763
41,735781.0284722222,-0.021,7.747,7.747,0.1578443357783211
42,735781.0291666666,-0.021,8.819,8.819,0.17968622656886718
43,735781.0298611111,-0.022,11.566,11.566,0.23565607171964142
44,735781.0305555556,-0.024,16.564,16.564,0.33748981255093724
45,735781.03125,-0.025,16.468,16.468,0.33553382233088835
46,735781.0319444444,-0.025,15.183,15.183,0.3093520782396088
47,735781.0326388889,-0.025,14.56,14.56,0.2966585167074165
48,735781.0333333333,-0.024,11.568,11.568,0.2356968215158924
49,735781.0340277778,-0.024,9.708,9.708,0.197799511002445
50,735781.0347222221,-0.023,10.796,10.796,0.21996740016299918
51,735781.0354166665,-0.022,11.165,11.165,0.22748573757131213
52,735781.036111111,-0.022,10.7,10.7,0.2180114099429503
53,735781.0368055555,-0.022,8.819,8.819,0.17968622656886718
54,735781.0375,-0.022,9.083,9.083,0.18506519967400165
55,735781.0381944445,-0.022,11.257,11.257,0.229360228198859
56,735781.0388888889,-0.022,11.278,11.278,0.2297881010594947
57,735781.0395833333,-0.022,11.262,11.262,0.22946210268948658
58,735781.0402777778,-0.022,11.243,11.243,0.2290749796251019
59,735781.0409722222,-0.022,10.105,10.105,0.20588834555827223
60,735781.0416666665,-0.022,9.004,9.004,0.1834555827220864
61,735781.0423611111,-0.022,8.092,8.092,0.16487367563162186
62,735781.0430555557,-0.022,7.255,7.255,0.1478198859005705
63,735781.0437499998,-0.022,7.25,7.25,0.14771801140994295
64,735781.0444444444,-0.022,7.162,7.162,0.14592502037489813
65,735781.0451388889,-0.022,8.165,8.165,0.166361043194784
66,735781.0458333332,-0.024,12.858,12.858,0.2619804400977995
67,735781.0465277778,-0.025,15.948,15.948,0.3249388753056235
68,735781.0472222222,-0.026,16.074,16.074,0.32750611246943767
69,735781.0479166667,-0.026,15.951,15.951,0.325
70,735781.0486111111,-0.025,13.037,13.037,0.2656275468622657
71,735781.0493055554,-0.025,11.341,11.341,0.23107171964140177
72,735781.05,-0.024,11.301,11.301,0.23025672371638142
73,735781.0506944446,-0.022,10.395,10.395,0.21179706601466994
74,735781.0513888889,-0.021,10.234,10.234,0.20851670741646292
75,735781.0520833333,-0.021,9.8,9.8,0.19967400162999188
76,735781.052777778,-0.021,11.392,11.392,0.23211083944580277
77,735781.0534722221,-0.021,12.167,12.167,0.24790138549307253
78,735781.0541666667,-0.022,11.94,11.94,0.24327628361858192
79,735781.0548611111,-0.022,11.891,11.891,0.24227791361043197
80,735781.0555555556,-0.022,12.888,12.888,0.2625916870415648
81,735781.05625,-0.022,13.399,13.399,0.27300325998370006
82,735781.0569444444,-0.022,13.923,13.923,0.283679706601467
83,735781.057638889,-0.022,13.247,13.247,0.26990627546862267
84,735781.0583333332,-0.022,10.978,10.978,0.2236756316218419
85,735781.0590277779,-0.022,10.355,10.355,0.21098207008964956
86,735781.0597222222,-0.021,9.679,9.679,0.19720863895680524
87,735781.0604166666,-0.021,7.181,7.181,0.1463121434392828
88,735781.0611111111,-0.018,11.67,11.671,0.23779543602281988
89,735781.0618055555,-0.021,18.588,18.588,0.37872860635696826
90,735781.0625,-0.021,14.906,14.906,0.30370823145884274
91,735781.0631944445,-0.02,14.928,14.928,0.3041564792176039
92,735781.0638888889,-0.021,14.879,14.879,0.30315810920945396
93,735781.0645833333,-0.021,11.406,11.406,0.2323960880195599
94,735781.0652777778,-0.022,8.83,8.83,0.17991035044824777
95,735781.0659722221,-0.019,8.324,8.325,0.16962102689486552
96,735781.0666666665,-0.02,9.074,9.075,0.18490220048899755
97,735781.067361111,-0.021,8.753,8.754,0.17836185819070904
98,735781.0680555556,-0.019,11.852,11.853,0.2415036674816626
99,735781.06875,-0.019,11.904,11.905,0.24256316218418908
100,735781.0694444444,-0.019,10.699,10.701,0.21803178484107583
101,735781.0701388889,-0.019,11.467,11.468,0.2336593317033415
102,735781.0708333333,-0.018,9.986,9.987,0.20348410757946211
103,735781.0715277778,-0.02,8.124,8.125,0.16554604726976366
104,735781.0722222222,-0.021,7.334,7.334,0.14942950285248574
105,735781.0729166665,-0.02,7.327,7.327,0.14928687856560718
106,735781.0736111111,-0.021,7.317,7.317,0.14908312958435208
107,735781.0743055554,-0.02,7.229,7.229,0.14729013854930725
108,735781.0749999998,-0.02,7.43,7.43,0.15138549307253463
109,735781.0756944446,-0.021,7.176,7.176,0.14621026894865527
110,735781.0763888889,-0.021,7.121,7.121,0.14508964955175224
111,735781.0770833332,-0.021,9.656,9.656,0.19674001629991852
112,735781.0777777778,-0.023,15.942,15.942,0.32481662591687044
113,735781.0784722222,-0.022,17.618,17.618,0.3589649551752241
